453127,Strayer University-Kentucky,Lexington,KY,4 Priv FP,Y,Y,747,9,1.2%,25,1,4.0%,49,1,2.0%,28,0,0.0%,,,,28,0,0.0%,,,,,,,6,4,169,2,475,22,60,0,148,3,2.0%,3,2,52,0,75,4,9,0,70,1,0,12,2,0,46,3,6,0,35,0,1,13,0,0,16,3,2,0,677,5,4,157,7,2,429,19,54,0,113,3,1,39,3,0,59,1,7,0,105,2,1,1,36,0,58,2,5,0,25,1,49,1,28,0,,
157058,Kentucky State University,Frankfort,KY,4 Pub,N,Y,2490,29,1.2%,53,0,0.0%,229,1,0.4%,64,1,1.6%,,,,64,1,1.6%,,,,,,,5,6,1345,3,495,28,537,42,256,3,1.2%,0,3,134,1,85,1,8,21,1979,5,4,1212,24,3,324,26,365,16,117,0,1,78,1,0,22,0,1,14,511,0,2,133,5,0,171,2,172,26,139,0,2,56,2,1,63,1,7,7,342,2,0,2,178,0,118,5,30,7,53,0,225,1,64,1,,
157809,Thomas More College,Crestview Hills,KY,4 Priv NFP,N,Y,1690,23,1.4%,116,0,0.0%,268,1,0.4%,94,2,2.1%,,,,94,2,2.1%,,,,,,,5,14,90,1,1323,13,213,8,140,3,2.1%,0,3,4,0,118,0,12,0,1296,4,8,81,20,1,981,10,183,8,106,0,1,4,2,0,90,0,9,0,394,1,6,9,3,0,342,3,30,0,34,0,2,0,1,0,28,0,3,0,393,3,2,4,13,0,314,1,52,4,116,0,268,1,94,2,,
157535,University of Pikeville,Pikeville,KY,4 Priv NFP,Y,Y,1506,20,1.3%,16,0,0.0%,134,1,0.7%,0,0,,64,0,0.0%,64,0,0.0%,,64,,,0,,3,7,135,0,1317,0,5,19,333,1,0.3%,4,9,6,4,299,0,9,1,1162,3,3,135,18,0,984,0,0,19,333,4,9,6,1,4,299,0,9,1,344,0,4,0,2,0,333,0,5,0,,,,,,,,,,,214,1,0,3,15,0,190,0,5,0,16,0,134,1,,,64,0
157793,Sullivan University,Louisville,KY,4 Priv FP,Y,Y,4579,14,0.3%,625,0,0.0%,362,1,0.3%,322,2,0.6%,89,1,1.1%,411,3,0.7%,0,89,0,0,1,0,17,39,993,6,2813,411,276,10,1278,5,0.4%,2,282,227,1,562,87,87,25,2769,10,20,631,5,2,1689,240,167,5,863,1,230,126,3,1,358,57,67,20,1810,7,19,362,9,4,1124,171,109,5,415,1,52,101,2,0,204,30,20,5,1405,3,2,31,234,1,875,91,55,113,625,0,362,1,321,1,88,1
157100,Kentucky Christian University,Grayson,KY,4 Priv NFP,N,Y,564,6,1.1%,,,,103,1,1.0%,7,0,0.0%,,,,7,0,0.0%,,,,,,,2,0,60,1,470,0,13,12,42,0,,0,0,1,0,37,0,2,2,536,2,0,60,6,1,442,0,13,12,13,0,0,1,0,0,11,0,1,0,28,0,0,0,0,0,28,0,0,0,29,0,0,0,0,0,26,0,1,2,109,1,0,1,5,0,94,1,0,7,,,103,1,7,0,,
157696,Brown Mackie College-Northern Kentucky,Fort Mitchell,KY,4 Priv FP,Y,N,756,5,0.7%,158,6,3.8%,13,0,0.0%,,,,,,,,,,,,,,,,2,9,72,0,648,17,2,1,,,,,,,,,,,,756,2,9,72,5,0,648,17,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,7,2,1,22,0,220,1,2,0,158,6,13,0,,,,
157270,Sullivan College of Technology and Design,Louisville,KY,4 Priv FP,N,N,590,24,4.1%,164,3,1.8%,20,0,0.0%,,,,,,,,,,,,,,,,0,4,117,1,400,44,0,0,,,,,,,,,,,,413,0,2,85,21,1,271,33,0,0,,,,,,,,,,,177,0,2,32,3,0,129,11,0,0,,,,,,,,,,,220,4,0,2,29,0,165,19,1,0,163,3,20,0,,,,
406219,Daymar College-Louisville,Louisville,KY,4 Priv FP,Y,N,492,10,2.0%,139,2,1.4%,6,0,0.0%,,,,,,,,,,,,,,,,4,6,240,0,209,21,2,0,,,,,,,,,,,,294,2,5,140,7,0,126,13,1,0,,,,,,,,,,,198,2,1,100,3,0,83,8,1,0,,,,,,,,,,,193,4,0,1,86,0,89,11,2,0,139,2,6,0,,,,
363439,Daymar College-Bowling Green,Bowling Green,KY,4 Priv FP,Y,N,375,8,2.1%,183,2,1.1%,13,0,0.0%,,,,,,,,,,,,,,,,0,5,44,0,309,8,0,1,,,,,,,,,,,,301,0,5,30,6,0,254,5,0,1,,,,,,,,,,,74,0,0,14,2,0,55,3,0,0,,,,,,,,,,,199,2,1,2,14,0,162,13,4,1,183,2,13,0,,,,
156903,Daymar College-Paducah Main,Paducah,KY,4 Priv FP,Y,N,220,5,2.3%,112,2,1.8%,11,0,0.0%,,,,,,,,,,,,,,,,1,0,26,0,188,0,0,0,,,,,,,,,,,,146,0,0,14,2,0,130,0,0,0,,,,,,,,,,,74,1,0,12,3,0,58,0,0,0,,,,,,,,,,,127,2,0,0,18,0,104,0,3,0,112,2,11,0,,,,
460473,Daymar College-Louisville,Louisville,KY,4 Priv FP,Y,N,131,5,3.8%,42,2,4.8%,0,0,,,,,,,,,,,,,,,,,0,0,35,0,85,3,3,0,,,,,,,,,,,,102,0,0,26,3,0,69,2,2,0,,,,,,,,,,,29,0,0,9,2,0,16,1,1,0,,,,,,,,,,,66,3,0,0,17,0,41,5,0,0,42,2,,,,,,
458557,Daymar College-Online,Louisville,KY,4 Priv FP,Y,N,357,13,3.6%,27,1,3.7%,6,0,0.0%,,,,,,,,,,,,,,,,0,1,58,0,279,6,0,0,,,,,,,,,,,,291,0,1,47,12,0,228,3,0,0,,,,,,,,,,,66,0,0,11,1,0,51,3,0,0,,,,,,,,,,,44,1,0,0,2,0,28,13,0,0,27,1,6,0,,,,
447476,Daymar College-Bellevue,Bellevue,KY,4 Priv FP,Y,N,227,2,0.9%,45,1,2.2%,5,0,0.0%,,,,,,,,,,,,,,,,4,0,50,0,166,5,0,0,,,,,,,,,,,,150,2,0,28,2,0,114,4,0,0,,,,,,,,,,,77,2,0,22,0,0,52,1,0,0,,,,,,,,,,,83,1,2,0,11,3,65,0,1,0,45,1,5,0,,,,
157377,Midway College,Midway,KY,4 Priv NFP,N,Y,1625,28,1.7%,126,0,0.0%,230,0,0.0%,48,0,0.0%,,,,48,0,0.0%,,,,,,,7,10,120,9,1271,14,158,8,130,1,0.8%,0,2,12,1,95,1,18,0,1084,5,7,74,21,6,858,10,95,8,58,0,1,9,0,1,41,0,6,0,541,2,3,46,7,3,413,4,63,0,72,0,1,3,1,0,54,1,12,0,404,0,2,3,22,6,345,4,21,1,126,0,230,0,48,0,,
157216,Lindsey Wilson College,Columbia,KY,4 Priv NFP,Y,Y,2187,10,0.5%,25,0,0.0%,352,0,0.0%,153,0,0.0%,,,,153,0,0.0%,,,,,,,14,11,185,0,1625,39,293,10,413,1,0.2%,1,0,56,0,300,7,43,5,2072,13,11,182,9,0,1529,38,281,9,395,1,0,56,1,0,284,7,42,4,115,1,0,3,1,0,96,1,12,1,18,0,0,0,0,0,16,0,1,1,530,0,6,3,45,0,409,10,50,7,25,0,352,0,153,0,,
454209,DeVry University-Kentucky,Louisville,KY,4 Priv FP,N,N,122,4,3.3%,1,0,0.0%,16,0,0.0%,,,,,,,,,,,,,,,,0,0,25,0,75,3,15,0,,,,,,,,,,,,64,0,0,13,1,0,38,3,9,0,,,,,,,,,,,58,0,0,12,3,0,37,0,6,0,,,,,,,,,,,17,0,1,0,1,0,15,0,0,0,1,0,16,0,,,,
156417,Clear Creek Baptist Bible College,Pineville,KY,4 Priv NFP,Y,N,172,1,0.6%,8,0,0.0%,21,0,0.0%,,,,,,,,,,,,,,,,0,1,1,0,169,0,0,0,,,,,,,,,,,,106,0,1,0,0,0,105,0,0,0,,,,,,,,,,,66,0,0,1,1,0,64,0,0,0,,,,,,,,,,,29,0,0,0,0,0,29,0,0,0,8,0,21,0,,,,
157030,Kentucky Mountain Bible College,Vancleve,KY,4 Priv NFP,N,N,75,1,1.3%,2,0,0.0%,11,0,0.0%,,,,,,,,,,,,,,,,1,0,1,0,70,0,0,2,,,,,,,,,,,,65,1,0,1,1,0,60,0,0,2,,,,,,,,,,,10,0,0,0,0,0,10,0,0,0,,,,,,,,,,,12,0,0,0,0,0,11,0,0,1,2,0,11,0,,,,
157465,Daymar College-Owensboro,Owensboro,KY,4 Priv FP,Y,N,324,0,0.0%,96,0,0.0%,3,0,0.0%,,,,,,,,,,,,,,,,0,0,15,0,303,5,1,0,,,,,,,,,,,,249,0,0,13,0,0,234,1,1,0,,,,,,,,,,,75,0,0,2,0,0,69,4,0,0,,,,,,,,,,,110,0,0,0,5,0,101,3,1,0,93,0,3,0,,,,
461759,Simmons College of Kentucky,Louisville,KY,4 Priv NFP,Y,N,90,0,0.0%,2,0,0.0%,4,0,0.0%,,,,,,,,,,,,,,,,0,0,89,0,1,0,0,0,,,,,,,,,,,,10,0,0,10,0,0,0,0,0,0,,,,,,,,,,,80,0,0,79,0,0,1,0,0,0,,,,,,,,,,,8,0,0,0,8,0,0,0,0,0,2,0,4,0,,,,
157863,Union College,Barbourville,KY,4 Priv NFP,N,Y,814,18,2.2%,,,,143,0,0.0%,221,0,0.0%,,,,221,0,0.0%,,,,,,,4,2,77,0,668,6,10,29,553,1,0.2%,0,0,6,0,505,3,35,3,765,4,2,76,17,0,623,6,8,29,208,0,0,1,1,0,184,2,18,2,49,0,0,1,1,0,45,0,2,0,345,0,0,5,0,0,321,1,17,1,369,0,1,0,8,0,297,0,58,5,,,143,0,221,0,,
445391,University of Phoenix-Louisville Campus,Louisville,KY,4 Priv FP,Y,Y,227,8,3.5%,,,,7,0,0.0%,5,0,0.0%,,,,5,0,0.0%,,,,,,,0,0,66,2,75,5,70,1,27,0,,0,0,9,0,10,0,8,0,227,0,0,66,8,2,75,5,70,1,27,0,0,9,0,0,10,0,8,0,,,,,,,,,,,,,,,,,,,,,12,0,0,0,5,0,4,0,3,0,,,7,0,5,0,,
156189,Alice Lloyd College,Pippa Passes,KY,4 Priv NFP,N,N,593,2,0.3%,,,,94,0,0.0%,,,,,,,,,,,,,,,,1,1,8,2,573,0,4,2,,,,,,,,,,,,570,1,1,7,2,2,551,0,4,2,,,,,,,,,,,23,0,0,1,0,0,22,0,0,0,,,,,,,,,,,94,0,0,0,1,1,92,0,0,0,,,94,0,,,,
156392,Bluegrass Community and Technical College,Lexington,KY,2 Pub,Y,N,14200,438,3.1%,1287,40,3.1%,,,,,,,,,,,,,,,,,,,41,206,1845,19,11106,231,248,66,,,,,,,,,,,,6725,19,79,820,204,9,5405,120,41,28,,,,,,,,,,,7475,22,127,1025,234,10,5701,111,207,38,,,,,,,,,,,1896,53,3,28,166,1,1590,25,21,9,1177,37,,,,,,
156648,Elizabethtown Community and Technical College,Elizabethtown,KY,2 Pub,Y,N,7809,262,3.4%,829,34,4.1%,,,,,,,,,,,,,,,,,,,34,87,658,22,6505,124,116,1,,,,,,,,,,,,3608,13,36,277,144,5,3051,68,13,1,,,,,,,,,,,4201,21,51,381,118,17,3454,56,103,0,,,,,,,,,,,1321,47,8,17,80,4,1141,20,4,0,788,33,,,,,,
156921,Jefferson Community and Technical College,Louisville,KY,2 Pub,Y,N,15085,553,3.7%,1080,33,3.1%,,,,,,,,,,,,,,,,,,,48,273,3512,24,10017,287,331,40,,,,,,,,,,,,5253,16,82,1277,178,9,3496,130,41,24,,,,,,,,,,,9832,32,191,2235,375,15,6521,157,290,16,,,,,,,,,,,1745,50,10,25,328,2,1266,36,23,5,996,28,,,,,,
156860,Hopkinsville Community College,Hopkinsville,KY,2 Pub,Y,N,4459,324,7.3%,531,26,4.9%,,,,,,,,,,,,,,,,,,,17,44,1177,18,2681,119,77,2,,,,,,,,,,,,1988,8,22,496,144,10,1231,55,22,0,,,,,,,,,,,2471,9,22,681,180,8,1450,64,55,2,,,,,,,,,,,625,40,4,8,144,0,407,13,9,0,461,24,,,,,,
157483,West Kentucky Community and Technical College,Paducah,KY,2 Pub,Y,N,7277,162,2.2%,661,17,2.6%,,,,,,,,,,,,,,,,,,,24,45,542,7,6044,83,369,1,,,,,,,,,,,,2551,9,16,183,57,2,2216,35,33,0,,,,,,,,,,,4726,15,29,359,105,5,3828,48,336,1,,,,,,,,,,,1391,29,3,13,91,0,1200,23,31,1,639,16,,,,,,
157711,Somerset Community College,Somerset,KY,2 Pub,Y,N,9928,116,1.2%,685,8,1.2%,,,,,,,,,,,,,,,,,,,41,30,101,10,9356,74,196,4,,,,,,,,,,,,4438,9,15,40,68,3,4247,38,17,1,,,,,,,,,,,5490,32,15,61,48,7,5109,36,179,3,,,,,,,,,,,1109,13,4,7,5,3,1058,14,5,0,646,7,,,,,,
156231,Ashland Community and Technical College,Ashland,KY,2 Pub,Y,N,4932,42,0.9%,463,6,1.3%,,,,,,,,,,,,,,,,,,,10,15,58,3,4408,33,362,1,,,,,,,,,,,,2244,3,6,33,24,0,2146,23,9,0,,,,,,,,,,,2688,7,9,25,18,3,2262,10,353,1,,,,,,,,,,,515,6,0,2,10,0,494,1,2,0,414,6,,,,,,
157304,Madisonville Community College,Madisonville,KY,2 Pub,Y,N,4582,67,1.5%,444,5,1.1%,,,,,,,,,,,,,,,,,,,9,20,253,4,4079,43,106,1,,,,,,,,,,,,1600,3,11,86,31,3,1441,23,1,1,,,,,,,,,,,2982,6,9,167,36,1,2638,20,105,0,,,,,,,,,,,766,18,2,6,33,1,694,9,3,0,423,5,,,,,,
157553,Big Sandy Community and Technical College,Prestonsburg,KY,2 Pub,Y,N,5367,41,0.8%,326,5,1.5%,,,,,,,,,,,,,,,,,,,16,12,30,2,5012,35,219,0,,,,,,,,,,,,2376,8,3,19,26,1,2288,16,15,0,,,,,,,,,,,2991,8,9,11,15,1,2724,19,204,0,,,,,,,,,,,415,4,0,1,2,1,401,2,4,0,303,4,,,,,,
421513,Brown Mackie College-Hopkinsville,Hopkinsville,KY,2 Priv FP,Y,N,278,5,1.8%,81,5,6.2%,,,,,,,,,,,,,,,,,,,4,5,98,0,163,0,3,0,,,,,,,,,,,,278,4,5,98,5,0,163,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,5,1,3,43,0,69,0,1,0,77,4,,,,,,
157438,Gateway Community and Technical College,Florence,KY,2 Pub,Y,N,4850,88,1.8%,365,4,1.1%,,,,,,,,,,,,,,,,,,,16,36,554,9,4026,60,61,0,,,,,,,,,,,,1632,9,10,190,32,1,1351,28,11,0,,,,,,,,,,,3218,7,26,364,56,8,2675,32,50,0,,,,,,,,,,,792,6,2,5,67,3,688,10,11,0,362,4,,,,,,
247940,Owensboro Community and Technical College,Owensboro,KY,2 Pub,Y,N,7091,90,1.3%,613,3,0.5%,,,,,,,,,,,,,,,,,,,13,28,282,8,6385,100,183,2,,,,,,,,,,,,2074,5,5,90,30,3,1905,27,8,1,,,,,,,,,,,5017,8,23,192,60,5,4480,73,175,1,,,,,,,,,,,963,6,3,3,28,1,909,10,3,0,551,3,,,,,,
157331,Maysville Community and Technical College,Maysville,KY,2 Pub,Y,N,4634,57,1.2%,344,3,0.9%,,,,,,,,,,,,,,,,,,,10,9,133,4,4273,44,104,0,,,,,,,,,,,,1775,3,1,36,23,1,1693,13,5,0,,,,,,,,,,,2859,7,8,97,34,3,2580,31,99,0,,,,,,,,,,,704,6,2,0,20,1,669,3,3,0,340,3,,,,,,
157739,Southeast Kentucky Community and Technical College,Cumberland,KY,2 Pub,Y,N,5215,20,0.4%,433,3,0.7%,,,,,,,,,,,,,,,,,,,18,3,117,2,4534,34,487,0,,,,,,,,,,,,1944,1,1,54,16,0,1831,20,21,0,,,,,,,,,,,3271,17,2,63,4,2,2703,14,466,0,,,,,,,,,,,739,2,1,2,19,1,691,7,16,0,354,2,,,,,,
156790,Hazard Community and Technical College,Hazard,KY,2 Pub,Y,N,4726,20,0.4%,372,3,0.8%,,,,,,,,,,,,,,,,,,,10,5,44,2,4618,15,12,0,,,,,,,,,,,,1947,4,2,16,11,1,1903,10,0,0,,,,,,,,,,,2779,6,3,28,9,1,2715,5,12,0,,,,,,,,,,,644,5,0,1,4,1,629,4,0,0,327,2,,,,,,
447935,ATA College,Louisville,KY,2 Priv FP,N,N,504,14,2.8%,171,3,1.8%,,,,,,,,,,,,,,,,,,,0,7,131,0,325,2,25,0,,,,,,,,,,,,504,0,7,131,14,0,325,2,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,10,0,5,94,0,225,2,14,0,171,3,,,,,,
156471,Galen College of Nursing-Louisville,Louisville,KY,2 Priv FP,N,N,838,5,0.6%,218,3,1.4%,,,,,,,,,,,,,,,,,,,4,9,77,0,501,20,218,4,,,,,,,,,,,,600,1,6,47,5,0,348,16,173,4,,,,,,,,,,,238,3,3,30,0,0,153,4,45,0,,,,,,,,,,,698,7,3,7,58,0,466,18,137,2,218,3,,,,,,
156338,Bowling Green Technical College,Bowling Green,KY,2 Pub,Y,N,5598,174,3.1%,340,2,0.6%,,,,,,,,,,,,,,,,,,,16,27,544,3,4320,44,467,3,,,,,,,,,,,,1634,3,5,231,29,0,1332,21,13,0,,,,,,,,,,,3964,13,22,313,145,3,2988,23,454,3,,,,,,,,,,,647,7,2,5,35,0,581,3,14,0,326,2,,,,,,
433563,Spencerian College-Lexington,Lexington,KY,2 Priv FP,Y,N,447,3,0.7%,104,2,1.9%,,,,,,,,,,,,,,,,,,,0,2,58,0,348,36,0,0,,,,,,,,,,,,430,0,2,55,3,0,336,34,0,0,,,,,,,,,,,17,0,0,3,0,0,12,2,0,0,,,,,,,,,,,154,3,0,0,19,0,131,1,0,0,103,2,,,,,,
156851,Henderson Community College,Henderson,KY,2 Pub,Y,N,2137,24,1.1%,178,1,0.6%,,,,,,,,,,,,,,,,,,,8,10,171,0,1839,27,58,0,,,,,,,,,,,,672,2,2,51,13,0,582,14,8,0,,,,,,,,,,,1465,6,8,120,11,0,1257,13,50,0,,,,,,,,,,,300,3,0,0,25,0,257,3,12,0,175,1,,,,,,
245032,Lincoln College of Technology-Florence,Florence,KY,2 Priv FP,Y,N,314,4,1.3%,72,1,1.4%,,,,,,,,,,,,,,,,,,,1,0,17,1,283,7,1,0,,,,,,,,,,,,238,0,0,12,3,1,216,5,1,0,,,,,,,,,,,76,1,0,5,1,0,67,2,0,0,,,,,,,,,,,242,6,0,0,17,1,210,6,2,0,72,1,,,,,,
456375,MedTech Collegeƒ??Lexington Campus,Lexington,KY,2 Priv FP,Y,N,323,3,0.9%,71,1,1.4%,,,,,,,,,,,,,,,,,,,1,0,94,0,217,1,7,0,,,,,,,,,,,,296,1,0,84,3,0,200,1,7,0,,,,,,,,,,,27,0,0,10,0,0,17,0,0,0,,,,,,,,,,,71,1,0,0,25,0,45,0,0,0,71,1,,,,,,
157766,Spencerian College,Louisville,KY,2 Priv FP,Y,N,1011,24,2.4%,126,0,0.0%,,,,,,,,,,,,,,,,,,,0,4,213,3,608,139,20,0,,,,,,,,,,,,673,0,3,134,19,2,411,91,13,0,,,,,,,,,,,338,0,1,79,5,1,197,48,7,0,,,,,,,,,,,381,0,1,1,42,3,254,64,16,0,126,0,,,,,,
449302,Daymar College-Madisonville,Madisonville,KY,2 Priv FP,Y,N,53,1,1.9%,1,0,0.0%,,,,,,,,,,,,,,,,,,,0,0,7,0,45,0,0,0,,,,,,,,,,,,37,0,0,2,0,0,35,0,0,0,,,,,,,,,,,16,0,0,5,1,0,10,0,0,0,,,,,,,,,,,2,0,0,0,1,0,1,0,0,0,1,0,,,,,,
455646,Daymar College-Scottsville,Scottsville,KY,2 Priv FP,Y,N,98,0,0.0%,53,0,0.0%,,,,,,,,,,,,,,,,,,,0,0,2,0,95,1,0,0,,,,,,,,,,,,86,0,0,2,0,0,84,0,0,0,,,,,,,,,,,12,0,0,0,0,0,11,1,0,0,,,,,,,,,,,53,0,0,0,3,0,49,1,0,0,53,0,,,,,,
156727,Frontier Nursing University,Hyden,KY,4 Priv NFP,N,Y,,,,,,,,,,282,9,3.2%,23,1,4.3%,305,10,3.3%,,23,,,1,,,,,,,,,,1346,17,1.3%,12,15,73,1,1161,34,33,0,,,,,,,,,,,804,8,11,41,8,0,699,20,17,0,,,,,,,,,,,542,4,4,32,9,1,462,14,16,0,330,11,2,1,9,0,300,5,2,0,,,,,282,9,23,1
156222,Asbury Theological Seminary,Wilmore,KY,4 Priv NFP,N,Y,,,,,,,,,,268,7,2.6%,27,1,3.7%,295,8,2.7%,27,,,1,,,,,,,,,,,1529,50,3.3%,8,57,94,0,1068,14,149,89,,,,,,,,,,,692,1,30,43,24,0,516,7,53,18,,,,,,,,,,,837,7,27,51,26,0,552,7,96,71,290,7,1,6,17,0,210,2,22,25,,,,,260,7,27,1
157298,Louisville Presbyterian Theological Seminary,Louisville,KY,4 Priv NFP,N,Y,,,,,,,,,,43,1,2.3%,8,0,0.0%,51,1,2.0%,,8,,,0,,,,,,,,,,229,6,2.6%,1,1,46,0,168,0,2,5,,,,,,,,,,,141,1,0,29,3,0,105,0,0,3,,,,,,,,,,,88,0,1,17,3,0,63,0,2,2,60,5,0,0,7,0,45,1,0,2,,,,,43,1,8,0
157207,Lexington Theological Seminary,Lexington,KY,4 Priv NFP,N,Y,,,,,,,,,,6,0,0.0%,1,0,0.0%,7,0,0.0%,,1,,,0,,,,,,,,,,57,0,,0,0,6,0,51,0,0,0,,,,,,,,,,,19,0,0,1,0,0,18,0,0,0,,,,,,,,,,,38,0,0,5,0,0,33,0,0,0,7,0,0,0,0,0,7,0,0,0,,,,,6,0,1,0
462202,DeVry University's Keller Graduate School of Management-Kentucky,Louisville,KY,4 Priv FP,N,Y,,,,,,,,,,3,0,0.0%,,,,3,0,0.0%,,,,,,,,,,,,,,,19,0,,0,1,5,0,12,0,1,0,,,,,,,,,,,3,0,0,0,0,0,3,0,0,0,,,,,,,,,,,16,0,1,5,0,0,9,0,1,0,3,0,0,0,0,0,3,0,0,0,,,,,3,0,,
